sale_id,date_time,item type,weight,country name,cost
552,2016-10-20 12:51:00,parcel,2.68,Korea - Republic Of,69.54
553,2016-09-11 12:27:00,letter,0.18,Spain,9.0
554,2016-01-26 11:10:00,letter,0.27,Cambodia,12.0
555,2017-07-21 13:57:00,letter,0.29,Samoa,12.0
555,2017-07-21 13:57:00,parcel,3.76,Mauritius,135.21
555,2017-07-21 13:57:00,letter,0.3,Poland,18.0
556,2016-07-05 14:13:00,letter,0.16,New Zealand,5.5
557,2017-05-04 12:14:00,parcel,5.14,United States,132.02
558,2017-09-07 11:11:00,letter,0.19,Malta,9.0
559,2016-01-28 14:24:00,parcel,8.54,Hungary,280.85
560,2017-02-09 12:02:00,letter,0.27,New Zealand,11.0
560,2017-02-09 12:02:00,parcel,8.37,Bahrain,295.99
561,2017-09-24 15:03:00,parcel,10.94,Macedonia - The Former Yugoslav Republic Of,280.85
561,2017-09-24 15:03:00,parcel,1.76,Turkey,96.23
562,2016-06-22 13:30:00,letter,0.34,Denmark,18.0
562,2016-06-22 13:30:00,parcel,1.33,Fiji,53.46
563,2017-04-29 12:07:00,parcel,1.16,Solomon Islands,53.46
563,2017-04-29 12:07:00,letter,0.1,Russian Federation,9.0
564,2016-07-06 12:36:00,letter,0.36,Italy,18.0
564,2016-07-06 12:36:00,letter,0.33,Fiji,12.0
565,2017-07-03 10:02:00,parcel,5.91,Israel,219.45
565,2017-07-03 10:02:00,parcel,8.52,Singapore,153.39
565,2017-07-03 10:02:00,parcel,0.78,Spain,43.95
566,2016-11-11 14:03:00,letter,0.28,Croatia,18.0
566,2016-11-11 14:03:00,parcel,0.73,Argentina,57.65
567,2017-02-18 09:17:00,parcel,15.04,Slovenia,341.29
568,2017-04-17 13:53:00,parcel,14.95,Taiwan - Province Of China,153.39
568,2017-04-17 13:53:00,letter,0.13,Kuwait,9.0
569,2016-02-06 14:38:00,parcel,0.83,Brunei Darussalam,38.89
569,2016-02-06 14:38:00,letter,0.19,Malta,9.0
569,2016-02-06 14:38:00,parcel,19.93,Peru,359.45
570,2016-09-13 14:11:00,letter,0.2,New Caledonia,6.0
571,2017-10-05 15:25:00,letter,0.28,Israel,18.0
571,2017-10-05 15:25:00,parcel,7.72,Cyprus,280.85
571,2017-10-05 15:25:00,letter,0.25,French Polynesia,6.0
572,2016-05-10 13:48:00,letter,0.39,New Caledonia,12.0
573,2016-05-18 14:37:00,parcel,19.18,Argentina,359.45
573,2016-05-18 14:37:00,letter,0.43,Cook Islands,12.0
574,2017-10-20 15:54:00,parcel,19.11,France,206.04
574,2017-10-20 15:54:00,letter,0.31,Turkey,18.0
575,2016-12-29 11:52:00,letter,0.47,French Polynesia,12.0
575,2016-12-29 11:52:00,letter,0.29,Samoa,12.0
576,2017-04-15 12:37:00,parcel,15.78,Hungary,341.29
576,2017-04-15 12:37:00,parcel,12.53,Cambodia,161.41
577,2017-09-02 14:17:00,letter,0.34,Slovenia,18.0
578,2017-05-22 13:02:00,letter,0.11,Romania,9.0
579,2016-06-17 11:00:00,parcel,13.68,Peru,295.99
580,2017-03-09 13:38:00,letter,0.15,Nepal,6.0
580,2017-03-09 13:38:00,letter,0.33,Philippines,12.0
581,2017-03-11 13:37:00,letter,0.13,Macedonia - The Former Yugoslav Republic Of,9.0
582,2016-07-03 15:40:00,letter,0.2,Spain,9.0
582,2016-07-03 15:40:00,letter,0.47,China,12.0
582,2016-07-03 15:40:00,letter,0.33,Indonesia,12.0
583,2016-05-25 13:56:00,letter,0.15,Taiwan - Province Of China,6.0
583,2016-05-25 13:56:00,letter,0.39,Iran - Islamic Republic Of,18.0
583,2016-05-25 13:56:00,parcel,14.85,Netherlands,178.94
584,2016-09-07 11:50:00,letter,0.37,Korea - Republic Of,12.0
585,2017-06-05 13:12:00,parcel,11.41,Mauritius,295.99
586,2016-01-16 14:44:00,letter,0.24,Israel,9.0
586,2016-01-16 14:44:00,letter,0.16,Serbia,9.0
587,2017-05-17 10:02:00,parcel,11.4,Nepal,161.41
587,2017-05-17 10:02:00,letter,0.11,Cambodia,6.0
588,2016-09-21 12:16:00,letter,0.18,Solomon Islands,6.0
589,2017-03-21 09:53:00,letter,0.28,Germany,18.0
589,2017-03-21 09:53:00,letter,0.39,Netherlands,18.0
590,2017-08-12 13:19:00,letter,0.15,Portugal,9.0
590,2017-08-12 13:19:00,letter,0.43,France,18.0
590,2017-08-12 13:19:00,letter,0.19,United States,9.0
591,2016-03-11 12:36:00,letter,0.3,Japan,12.0
592,2017-05-18 13:01:00,parcel,6.16,Argentina,295.99
592,2017-05-18 13:01:00,letter,0.26,Brazil,18.0
592,2017-05-18 13:01:00,parcel,15.1,United Kingdom,200.9
593,2016-07-15 14:18:00,parcel,7.05,Czech Republic,280.85
594,2017-11-20 14:22:00,letter,0.32,Samoa,12.0
594,2017-11-20 14:22:00,letter,0.21,Korea - Republic Of,6.0
595,2016-03-24 15:43:00,parcel,19.9,Netherlands,206.04
595,2016-03-24 15:43:00,parcel,17.01,Turkey,341.29
596,2016-08-06 10:42:00,parcel,17.2,Pakistan,187.37
596,2016-08-06 10:42:00,parcel,16.72,Taiwan - Province Of China,178.1
597,2017-04-29 09:08:00,letter,0.35,Vietnam,12.0
597,2017-04-29 09:08:00,letter,0.4,New Zealand,11.0
597,2017-04-29 09:08:00,letter,0.22,Greece,9.0
598,2017-12-28 11:59:00,letter,0.17,Thailand,6.0
599,2017-10-31 12:11:00,letter,0.13,Fiji,6.0
599,2017-10-31 12:11:00,letter,0.43,Kenya,18.0
599,2017-10-31 12:11:00,parcel,6.37,Hong Kong,153.39
600,2017-02-01 13:40:00,parcel,3.54,Czech Republic,128.08
600,2017-02-01 13:40:00,letter,0.11,Slovenia,9.0
600,2017-02-01 13:40:00,parcel,6.0,Romania,207.86
601,2016-05-01 13:52:00,letter,0.15,Israel,9.0
601,2016-05-01 13:52:00,parcel,4.41,Brazil,128.08
602,2017-01-16 15:16:00,letter,0.36,Norway,18.0
602,2017-01-16 15:16:00,parcel,12.02,Austria,280.85
603,2017-04-01 14:06:00,parcel,12.91,Ukraine,280.85
604,2017-09-03 11:03:00,parcel,2.18,Cambodia,72.9
604,2017-09-03 11:03:00,parcel,6.92,Bahrain,295.99
604,2017-09-03 11:03:00,letter,0.16,Fiji,6.0
605,2017-08-14 13:50:00,parcel,7.22,Qatar,295.99
605,2017-08-14 13:50:00,parcel,18.61,Canada,182.68
606,2016-04-16 13:07:00,parcel,14.48,Lao People's Democratic Republic,161.41
607,2016-11-29 08:26:00,parcel,10.3,Turkey,280.85
607,2016-11-29 08:26:00,letter,0.46,Mexico,18.0
607,2016-11-29 08:26:00,letter,0.24,Papua New Guinea,6.0
608,2017-11-06 16:16:00,letter,0.5,Greece,18.0
608,2017-11-06 16:16:00,letter,0.27,Tonga,12.0
608,2017-11-06 16:16:00,letter,0.49,Philippines,12.0
609,2017-02-14 11:21:00,letter,0.3,Austria,18.0
610,2016-07-11 11:35:00,parcel,9.39,Nepal,161.41
610,2016-07-11 11:35:00,parcel,10.79,Netherlands,178.94
610,2016-07-11 11:35:00,parcel,5.63,Kenya,219.45
611,2016-12-09 10:17:00,parcel,3.73,South Africa,128.08
612,2016-07-14 15:14:00,parcel,14.63,India,153.39
612,2016-07-14 15:14:00,parcel,8.72,Belgium,280.85
613,2017-05-15 14:56:00,parcel,6.41,Mexico,295.99
614,2016-08-07 14:42:00,letter,0.24,Singapore,6.0
615,2017-08-07 11:25:00,parcel,13.84,France,178.94
615,2017-08-07 11:25:00,letter,0.2,Mauritius,9.0
616,2016-05-22 13:06:00,letter,0.17,Argentina,9.0
617,2017-08-03 09:26:00,parcel,7.67,Russian Federation,280.85
618,2017-03-06 13:22:00,letter,0.36,Norway,18.0
618,2017-03-06 13:22:00,letter,0.22,Mexico,9.0
618,2017-03-06 13:22:00,letter,0.42,Kuwait,18.0
619,2016-04-09 11:05:00,parcel,12.46,Cyprus,280.85
620,2016-08-30 13:41:00,parcel,16.8,Brunei Darussalam,187.37
620,2016-08-30 13:41:00,parcel,12.08,Arab Emirates,295.99
621,2016-01-08 12:23:00,letter,0.27,Sri Lanka,12.0
621,2016-01-08 12:23:00,letter,0.13,New Caledonia,6.0
622,2016-02-25 10:09:00,parcel,10.24,Chile,295.99
623,2016-12-12 11:38:00,letter,0.3,Kenya,18.0
624,2017-10-24 14:54:00,parcel,13.83,Switzerland,178.94
625,2017-05-06 14:16:00,letter,0.48,Indonesia,12.0
625,2017-05-06 14:16:00,letter,0.33,Russian Federation,18.0
626,2017-02-07 11:39:00,letter,0.38,Russian Federation,18.0
627,2017-05-17 15:17:00,parcel,1.23,Israel,78.77
628,2016-04-13 13:49:00,letter,0.48,Pakistan,12.0
628,2016-04-13 13:49:00,letter,0.11,Philippines,6.0
629,2016-09-21 10:28:00,letter,0.13,Nauru,6.0
629,2016-09-21 10:28:00,parcel,10.39,Arab Emirates,295.99
629,2016-09-21 10:28:00,letter,0.23,Myanmar,6.0
630,2017-04-20 13:30:00,letter,0.43,Malaysia,12.0
631,2016-07-16 07:00:00,parcel,16.53,Mexico,359.45
631,2016-07-16 07:00:00,parcel,19.35,New Caledonia,187.37
632,2017-04-19 13:01:00,letter,0.32,Hungary,18.0
632,2017-04-19 13:01:00,parcel,7.38,Bahrain,295.99
632,2017-04-19 13:01:00,parcel,5.44,Italy,151.84
633,2016-07-20 13:38:00,parcel,9.33,Tonga,161.41
634,2016-01-03 13:47:00,letter,0.44,Cook Islands,12.0
635,2017-10-12 14:44:00,parcel,18.75,Portugal,341.29
635,2017-10-12 14:44:00,letter,0.44,Switzerland,18.0
635,2017-10-12 14:44:00,parcel,2.19,Israel,112.48
636,2017-04-02 16:53:00,parcel,18.88,Brazil,341.29
637,2017-06-05 12:06:00,letter,0.27,Thailand,12.0
637,2017-06-05 12:06:00,letter,0.49,Brunei Darussalam,12.0
637,2017-06-05 12:06:00,letter,0.28,Malaysia,12.0
638,2016-04-19 10:59:00,letter,0.23,Nigeria,9.0
638,2016-04-19 10:59:00,letter,0.47,Estonia,18.0
638,2016-04-19 10:59:00,parcel,19.16,Qatar,359.45
639,2017-05-16 12:52:00,letter,0.31,Cook Islands,12.0
639,2017-05-16 12:52:00,parcel,17.1,Cambodia,187.37
639,2017-05-16 12:52:00,parcel,15.74,Estonia,341.29
640,2016-03-31 13:08:00,letter,0.36,Arab Emirates,18.0
640,2016-03-31 13:08:00,parcel,3.52,Turkey,128.08
640,2016-03-31 13:08:00,letter,0.45,Cambodia,12.0
641,2017-09-13 11:15:00,letter,0.41,Macedonia - The Former Yugoslav Republic Of,18.0
642,2016-01-01 11:59:00,letter,0.2,Canada,9.0
643,2017-09-03 14:03:00,letter,0.27,Sweden,18.0
643,2017-09-03 14:03:00,letter,0.33,Iran - Islamic Republic Of,18.0
643,2017-09-03 14:03:00,letter,0.39,Brunei Darussalam,12.0
644,2017-05-21 15:28:00,letter,0.13,Sweden,9.0
645,2016-06-02 11:29:00,letter,0.12,Finland,9.0
645,2016-06-02 11:29:00,parcel,7.09,Peru,295.99
645,2016-06-02 11:29:00,parcel,9.26,Switzerland,178.94
646,2016-04-19 14:05:00,letter,0.1,Nepal,6.0
647,2017-11-14 13:40:00,letter,0.25,Sri Lanka,6.0
647,2017-11-14 13:40:00,letter,0.34,Iran - Islamic Republic Of,18.0
648,2016-05-24 13:58:00,letter,0.32,Papua New Guinea,12.0
649,2016-03-28 14:50:00,parcel,2.02,Ukraine,106.53
649,2016-03-28 14:50:00,letter,0.17,Canada,9.0
650,2016-12-18 13:19:00,letter,0.46,New Zealand,11.0
650,2016-12-18 13:19:00,parcel,13.85,Nigeria,295.99
650,2016-12-18 13:19:00,parcel,12.81,Belgium,280.85
651,2016-08-12 13:54:00,parcel,8.25,Finland,280.85
651,2016-08-12 13:54:00,letter,0.13,Iran - Islamic Republic Of,9.0
652,2016-05-23 14:16:00,letter,0.1,Brazil,9.0
653,2016-09-11 09:36:00,letter,0.39,Malaysia,12.0
654,2016-11-06 11:34:00,letter,0.13,Nepal,6.0
654,2016-11-06 11:34:00,letter,0.23,Samoa,6.0
654,2016-11-06 11:34:00,letter,0.42,Peru,18.0
655,2017-10-23 13:09:00,parcel,13.65,Czech Republic,280.85
655,2017-10-23 13:09:00,parcel,13.4,Kuwait,295.99
655,2017-10-23 13:09:00,parcel,17.73,Ireland,200.9
656,2017-12-28 09:22:00,letter,0.23,Thailand,6.0
657,2016-06-12 14:01:00,letter,0.1,Singapore,6.0
657,2016-06-12 14:01:00,parcel,13.47,Ukraine,280.85
657,2016-06-12 14:01:00,letter,0.17,Malta,9.0
658,2016-05-02 09:55:00,letter,0.26,Argentina,18.0
658,2016-05-02 09:55:00,letter,0.44,Kenya,18.0
658,2016-05-02 09:55:00,letter,0.34,Macedonia - The Former Yugoslav Republic Of,18.0
659,2016-01-26 14:57:00,parcel,14.97,Lao People's Democratic Republic,161.41
660,2016-02-03 13:29:00,letter,0.22,Tonga,6.0
660,2016-02-03 13:29:00,parcel,15.49,Sweden,206.04
661,2016-02-19 11:30:00,parcel,2.97,Hong Kong,69.54
661,2016-02-19 11:30:00,letter,0.19,Hong Kong,6.0
661,2016-02-19 11:30:00,letter,0.33,New Caledonia,12.0
662,2016-08-15 13:12:00,parcel,10.34,Malaysia,153.39
662,2016-08-15 13:12:00,parcel,14.76,Lao People's Democratic Republic,161.41
662,2016-08-15 13:12:00,letter,0.46,Hong Kong,12.0
663,2016-06-27 11:09:00,letter,0.15,Fiji,6.0
663,2016-06-27 11:09:00,parcel,15.96,Switzerland,206.04
663,2016-06-27 11:09:00,letter,0.23,Papua New Guinea,6.0
664,2016-09-16 12:06:00,letter,0.24,Japan,6.0
664,2016-09-16 12:06:00,letter,0.42,Brunei Darussalam,12.0
664,2016-09-16 12:06:00,parcel,5.6,China,121.42
665,2017-04-16 13:38:00,letter,0.11,Thailand,6.0
666,2017-11-25 11:35:00,letter,0.19,Nauru,6.0
667,2017-12-09 11:18:00,letter,0.38,Papua New Guinea,12.0
667,2017-12-09 11:18:00,letter,0.33,Czech Republic,18.0
667,2017-12-09 11:18:00,letter,0.17,Qatar,9.0
668,2016-07-18 15:38:00,letter,0.41,Sweden,18.0
669,2017-11-15 15:49:00,letter,0.23,Nauru,6.0
670,2016-06-09 15:04:00,parcel,5.23,Russian Federation,207.86
670,2016-06-09 15:04:00,letter,0.22,Nepal,6.0
670,2016-06-09 15:04:00,parcel,18.67,Canada,182.68
671,2016-01-25 12:21:00,letter,0.23,Iran - Islamic Republic Of,9.0
671,2016-01-25 12:21:00,parcel,18.99,Croatia,341.29
672,2016-01-25 15:56:00,letter,0.19,Norway,9.0
672,2016-01-25 15:56:00,letter,0.17,Ukraine,9.0
672,2016-01-25 15:56:00,letter,0.13,Pakistan,6.0
673,2017-02-03 11:18:00,letter,0.2,Nepal,6.0
673,2017-02-03 11:18:00,parcel,2.49,Belgium,106.53
674,2017-03-14 12:56:00,parcel,19.0,Serbia,341.29
675,2016-11-03 12:39:00,parcel,17.81,Mauritius,359.45
676,2017-05-11 11:27:00,letter,0.37,Sri Lanka,12.0
677,2017-02-25 11:00:00,letter,0.46,Solomon Islands,12.0
678,2016-10-25 14:16:00,letter,0.41,Sri Lanka,12.0
678,2016-10-25 14:16:00,letter,0.43,Saudi Arabia,18.0
679,2016-07-08 12:41:00,letter,0.24,Qatar,9.0
680,2016-02-27 13:40:00,letter,0.45,Canada,18.0
680,2016-02-27 13:40:00,parcel,4.46,New Caledonia,87.03
681,2016-06-24 14:42:00,parcel,4.39,Sweden,113.94
682,2017-08-09 08:03:00,letter,0.34,Poland,18.0
682,2017-08-09 08:03:00,letter,0.49,Ireland,18.0
682,2017-08-09 08:03:00,letter,0.43,United Kingdom,18.0
683,2016-06-10 13:49:00,parcel,0.71,Estonia,54.77
683,2016-06-10 13:49:00,letter,0.12,Nigeria,9.0
684,2017-01-22 14:21:00,letter,0.45,New Zealand,11.0
685,2017-05-23 15:44:00,letter,0.35,New Caledonia,12.0
686,2016-08-07 12:33:00,letter,0.3,China,12.0
687,2016-12-28 10:27:00,parcel,7.58,Belgium,280.85
687,2016-12-28 10:27:00,letter,0.23,Italy,9.0
688,2017-08-03 14:10:00,parcel,4.79,Germany,113.94
688,2017-08-03 14:10:00,letter,0.48,Samoa,12.0
688,2017-08-03 14:10:00,letter,0.15,Chile,9.0
689,2017-12-06 11:12:00,parcel,16.02,Croatia,341.29
689,2017-12-06 11:12:00,parcel,15.48,Czech Republic,341.29
690,2017-03-10 18:20:00,letter,0.3,Hong Kong,12.0
691,2016-08-21 12:35:00,letter,0.27,Malta,18.0
691,2016-08-21 12:35:00,letter,0.31,French Polynesia,12.0
692,2016-05-11 14:12:00,letter,0.25,Belgium,9.0
692,2016-05-11 14:12:00,letter,0.13,Slovenia,9.0
693,2016-02-19 12:31:00,letter,0.27,Chile,18.0
693,2016-02-19 12:31:00,parcel,5.39,India,128.68
694,2017-10-04 09:52:00,letter,0.33,Switzerland,18.0
694,2017-10-04 09:52:00,parcel,13.64,Arab Emirates,295.99
694,2017-10-04 09:52:00,letter,0.41,Cambodia,12.0
695,2017-01-21 16:20:00,letter,0.32,Tonga,12.0
695,2017-01-21 16:20:00,letter,0.43,Japan,12.0
695,2017-01-21 16:20:00,letter,0.36,United States,18.0
696,2017-11-09 10:58:00,parcel,8.62,Vanuatu,161.41
696,2017-11-09 10:58:00,parcel,8.28,Ireland,174.45
697,2017-06-11 12:21:00,letter,0.49,Brunei Darussalam,12.0
697,2017-06-11 12:21:00,parcel,8.66,Vanuatu,161.41
698,2017-02-24 12:09:00,parcel,19.95,Brazil,341.29
698,2017-02-24 12:09:00,letter,0.41,Sri Lanka,12.0
698,2017-02-24 12:09:00,letter,0.24,Germany,9.0
699,2016-12-12 13:08:00,letter,0.27,Singapore,12.0
699,2016-12-12 13:08:00,letter,0.46,Hungary,18.0
700,2017-11-28 12:48:00,parcel,16.36,Turkey,341.29
701,2017-01-31 13:27:00,parcel,6.23,Argentina,295.99
701,2017-01-31 13:27:00,letter,0.18,Cyprus,9.0
702,2016-12-03 12:10:00,letter,0.45,New Zealand,11.0
702,2016-12-03 12:10:00,parcel,17.9,Malaysia,178.1
703,2017-09-01 09:11:00,letter,0.18,Brazil,9.0
704,2017-08-20 13:03:00,parcel,2.58,Sweden,84.17
705,2016-07-21 11:02:00,letter,0.42,Spain,18.0
706,2016-01-08 16:36:00,letter,0.19,Papua New Guinea,6.0
706,2016-01-08 16:36:00,parcel,7.76,Nigeria,295.99
706,2016-01-08 16:36:00,letter,0.35,Germany,18.0
707,2017-09-26 13:21:00,parcel,14.21,Malta,280.85
707,2017-09-26 13:21:00,letter,0.46,Greece,18.0
707,2017-09-26 13:21:00,letter,0.43,Hong Kong,12.0
708,2017-06-10 10:32:00,letter,0.18,Korea - Republic Of,6.0
708,2017-06-10 10:32:00,letter,0.29,Japan,12.0
709,2016-04-11 08:53:00,letter,0.23,Ireland,9.0
710,2017-12-14 15:54:00,letter,0.29,Kuwait,18.0
710,2017-12-14 15:54:00,letter,0.32,New Zealand,11.0
710,2017-12-14 15:54:00,letter,0.19,Belgium,9.0
711,2016-07-11 11:04:00,letter,0.29,New Zealand,11.0
711,2016-07-11 11:04:00,parcel,1.94,Saudi Arabia,101.63
711,2016-07-11 11:04:00,parcel,9.93,Malta,280.85
712,2016-01-14 11:59:00,parcel,9.46,Portugal,280.85
712,2016-01-14 11:59:00,letter,0.44,Bahrain,18.0
713,2016-06-08 12:15:00,letter,0.23,Kenya,9.0
714,2016-07-30 13:02:00,letter,0.15,Finland,9.0
714,2016-07-30 13:02:00,parcel,10.14,Brazil,280.85
715,2017-02-21 12:29:00,parcel,12.36,Brazil,280.85
716,2016-09-08 11:44:00,letter,0.43,Netherlands,18.0
716,2016-09-08 11:44:00,parcel,6.36,Macedonia - The Former Yugoslav Republic Of,280.85
717,2016-07-23 11:46:00,letter,0.38,South Africa,18.0
718,2016-12-24 11:24:00,parcel,5.59,Sweden,151.84
718,2016-12-24 11:24:00,parcel,14.0,Norway,178.94
718,2016-12-24 11:24:00,parcel,12.19,Tonga,161.41
719,2016-09-24 11:08:00,parcel,9.42,Finland,280.85
719,2016-09-24 11:08:00,parcel,10.68,Canada,157.35
719,2016-09-24 11:08:00,letter,0.1,Estonia,9.0
720,2017-09-13 15:03:00,parcel,16.15,Taiwan - Province Of China,178.1
721,2017-11-16 14:41:00,letter,0.18,Indonesia,6.0
721,2017-11-16 14:41:00,parcel,9.82,Cook Islands,161.41
721,2017-11-16 14:41:00,letter,0.18,Brunei Darussalam,6.0
722,2017-04-07 14:43:00,letter,0.38,Greece,18.0
722,2017-04-07 14:43:00,letter,0.44,South Africa,18.0
722,2017-04-07 14:43:00,letter,0.11,Pakistan,6.0
723,2016-03-28 14:13:00,parcel,16.9,Cambodia,187.37
723,2016-03-28 14:13:00,letter,0.23,Malaysia,6.0
724,2017-01-28 10:45:00,letter,0.14,Sweden,9.0
724,2017-01-28 10:45:00,letter,0.2,Cyprus,9.0
724,2017-01-28 10:45:00,letter,0.28,Vietnam,12.0
725,2016-11-12 10:02:00,parcel,13.21,Czech Republic,280.85
726,2017-01-29 13:58:00,letter,0.3,India,12.0
726,2017-01-29 13:58:00,letter,0.2,New Zealand,5.5
727,2016-11-23 14:27:00,letter,0.24,United States,9.0
728,2016-09-16 13:33:00,letter,0.36,Fiji,12.0
729,2017-10-09 10:19:00,letter,0.48,Argentina,18.0
729,2017-10-09 10:19:00,letter,0.4,Argentina,18.0
729,2017-10-09 10:19:00,letter,0.13,Norway,9.0
730,2016-03-07 11:02:00,letter,0.38,Brunei Darussalam,12.0
730,2016-03-07 11:02:00,letter,0.23,South Africa,9.0
731,2017-06-27 12:23:00,letter,0.28,Croatia,18.0
732,2016-01-07 13:39:00,parcel,7.06,Myanmar,161.41
733,2017-11-17 15:31:00,parcel,6.74,Czech Republic,280.85
733,2017-11-17 15:31:00,parcel,14.56,Finland,280.85
734,2016-10-05 15:57:00,letter,0.12,United Kingdom,9.0
734,2016-10-05 15:57:00,letter,0.3,Myanmar,12.0
734,2016-10-05 15:57:00,parcel,19.13,Iran - Islamic Republic Of,359.45
735,2017-09-16 12:53:00,letter,0.4,Solomon Islands,12.0
735,2017-09-16 12:53:00,letter,0.48,Singapore,12.0
736,2017-01-17 09:01:00,parcel,10.72,Cook Islands,161.41
737,2016-05-08 15:37:00,parcel,16.86,Ireland,200.9
737,2016-05-08 15:37:00,letter,0.45,Myanmar,12.0
738,2017-12-28 13:25:00,letter,0.14,France,9.0
738,2017-12-28 13:25:00,letter,0.33,Croatia,18.0
739,2016-08-04 13:52:00,letter,0.33,Brunei Darussalam,12.0
740,2017-04-19 15:07:00,letter,0.37,Germany,18.0
740,2017-04-19 15:07:00,letter,0.27,Croatia,18.0
741,2017-03-13 15:39:00,letter,0.16,Bahrain,9.0
742,2017-08-13 08:48:00,parcel,14.95,Italy,178.94
743,2017-12-26 11:24:00,letter,0.37,Myanmar,12.0
744,2017-09-17 15:56:00,parcel,19.1,Qatar,359.45
745,2017-04-17 13:35:00,letter,0.29,Sweden,18.0
746,2016-07-05 12:59:00,letter,0.34,Turkey,18.0
747,2016-10-17 09:17:00,parcel,5.89,Denmark,207.86
747,2016-10-17 09:17:00,letter,0.41,Switzerland,18.0
748,2017-01-17 11:41:00,letter,0.2,Indonesia,6.0
749,2016-09-27 15:43:00,letter,0.29,Canada,18.0
749,2016-09-27 15:43:00,letter,0.33,Kuwait,18.0
750,2017-01-02 12:15:00,letter,0.11,French Polynesia,6.0
751,2016-09-20 13:44:00,parcel,17.16,Nigeria,359.45
752,2017-07-20 14:13:00,letter,0.46,Sweden,18.0
752,2017-07-20 14:13:00,parcel,7.39,Nauru,161.41
752,2017-07-20 14:13:00,letter,0.33,Saudi Arabia,18.0
753,2017-10-15 14:03:00,letter,0.17,Fiji,6.0
754,2016-05-29 11:36:00,letter,0.29,Brunei Darussalam,12.0
754,2016-05-29 11:36:00,parcel,19.97,Germany,206.04
755,2016-04-26 13:18:00,letter,0.31,Papua New Guinea,12.0
756,2016-01-14 12:37:00,letter,0.28,Malaysia,12.0
756,2016-01-14 12:37:00,letter,0.43,Solomon Islands,12.0
757,2017-02-10 12:43:00,letter,0.29,Slovenia,18.0
757,2017-02-10 12:43:00,parcel,12.03,Cook Islands,161.41
758,2017-06-06 13:45:00,parcel,10.48,New Caledonia,161.41
759,2016-02-10 10:49:00,letter,0.11,Kuwait,9.0
759,2016-02-10 10:49:00,letter,0.44,Iran - Islamic Republic Of,18.0
760,2017-05-17 09:17:00,letter,0.25,Thailand,6.0
760,2017-05-17 09:17:00,parcel,1.25,Nepal,53.46
761,2017-12-23 12:53:00,letter,0.27,United Kingdom,18.0
761,2017-12-23 12:53:00,parcel,4.11,Brazil,128.08
762,2016-04-29 14:16:00,parcel,3.0,Chile,112.48
762,2016-04-29 14:16:00,letter,0.34,Kuwait,18.0
762,2016-04-29 14:16:00,letter,0.16,Spain,9.0
763,2016-12-18 11:58:00,letter,0.38,Vanuatu,12.0
763,2016-12-18 11:58:00,parcel,12.4,Malaysia,153.39
764,2017-12-21 10:08:00,letter,0.31,Peru,18.0
765,2016-07-04 12:07:00,letter,0.13,Kenya,9.0
765,2016-07-04 12:07:00,letter,0.43,Romania,18.0
766,2017-07-16 12:10:00,parcel,14.8,China,145.53
766,2017-07-16 12:10:00,parcel,9.6,Czech Republic,280.85
767,2017-11-14 14:05:00,letter,0.24,Netherlands,9.0
768,2016-01-29 13:15:00,letter,0.27,Saudi Arabia,18.0
768,2016-01-29 13:15:00,parcel,12.2,Denmark,280.85
769,2017-08-01 11:29:00,letter,0.46,France,18.0
770,2016-11-25 15:24:00,parcel,16.89,Macedonia - The Former Yugoslav Republic Of,341.29
771,2016-04-16 12:27:00,letter,0.48,Thailand,12.0
771,2016-04-16 12:27:00,parcel,13.7,Japan,153.39
772,2016-03-06 12:39:00,parcel,16.65,Qatar,359.45
772,2016-03-06 12:39:00,letter,0.4,Hong Kong,12.0
772,2016-03-06 12:39:00,parcel,17.2,Kenya,359.45
773,2016-07-25 14:32:00,parcel,19.71,Czech Republic,341.29
774,2016-03-20 11:53:00,parcel,8.43,Ukraine,280.85
774,2016-03-20 11:53:00,letter,0.2,Argentina,9.0
775,2017-06-10 15:34:00,letter,0.1,Arab Emirates,9.0
775,2017-06-10 15:34:00,letter,0.41,Vietnam,12.0
776,2016-11-11 13:47:00,letter,0.37,India,12.0
777,2017-08-11 10:26:00,letter,0.3,Croatia,18.0
777,2017-08-11 10:26:00,parcel,11.48,Saudi Arabia,295.99
777,2017-08-11 10:26:00,parcel,19.63,Mexico,359.45
778,2016-01-12 14:56:00,parcel,14.3,Cyprus,280.85
778,2016-01-12 14:56:00,letter,0.22,India,6.0
778,2016-01-12 14:56:00,letter,0.17,Israel,9.0
779,2016-12-17 12:27:00,letter,0.31,Finland,18.0
780,2016-03-21 10:58:00,letter,0.32,Cyprus,18.0
781,2017-03-17 10:34:00,parcel,5.06,Macedonia - The Former Yugoslav Republic Of,207.86
781,2017-03-17 10:34:00,parcel,12.89,Portugal,280.85
782,2016-10-17 08:40:00,parcel,2.37,Arab Emirates,112.48
782,2016-10-17 08:40:00,letter,0.49,New Zealand,11.0
783,2016-11-24 15:03:00,letter,0.17,New Caledonia,6.0
784,2016-09-30 12:03:00,letter,0.32,Spain,18.0
784,2016-09-30 12:03:00,parcel,18.1,Romania,341.29
784,2016-09-30 12:03:00,letter,0.33,Fiji,12.0
785,2017-03-08 12:42:00,letter,0.13,Argentina,9.0
785,2017-03-08 12:42:00,parcel,3.93,Italy,113.94
786,2017-11-07 10:15:00,letter,0.11,Finland,9.0
786,2017-11-07 10:15:00,letter,0.46,Serbia,18.0
